Video ID,Comment ID,comments,Likes,polarity,pol_cat,stop_comments
qVdPh2cBTN0,UgzhuWFg56YxAYxT3154AaABAg,2  25    me  too,1,0.0,0,2 25
qVdPh2cBTN0,Ugz-ZGcRD_WmFppTEc14AaABAg,when  you  live  with  some  one  for  ever  and  love  them  to  death  but  there  just  not  the  same  but  you  love  them  to  much  to  say  anything,1,0.2672727272727272,1,live one ever love death love much say anything
qVdPh2cBTN0,UgxGPxNnalWEgEHeCk54AaABAg,have  u  notice  the  part  when  he  speak  in  backwords,1,0.0,0,u notice part speak backwords
qVdPh2cBTN0,UgzQRNHeqCSGekZyc6R4AaABAg,the  saddest  part  of  life  is  when,0,0.0,0,saddest part life
qVdPh2cBTN0,UgwD-VcuHPjX70qybmx4AaABAg,idk  who  u  are  n  i  still  love  u    cant  speak  ur  name  but  i'm  so  broken  n  walked  away    ur  a  stranger  n  idk  what  to  do    i  ran  n  i  still  worry  about  u  n  love  you,0,0.19999999999999998,1,idk u n still love u cant speak ur name 'm broken n walked away ur stranger n idk ran n still worry u n love
qVdPh2cBTN0,UgxkNCBgkZQbnjNchJl4AaABAg,the  saddest  part  is  falling  in  love  with  someone  and  you  slowly  watch  them  change  into  someone  you  don  t  recognise  anymore,0,0.09999999999999998,1,saddest part falling love someone slowly watch change someone recognise anymore
qVdPh2cBTN0,Ugw2i4AcTDpadhx6DER4AaABAg,who's  here  after  watching    locke      key    on  netflix    been  looking  for  this  song    it's  incredibly  beautiful,2488,0.425,1,'s watching locke key netflix looking song 's incredibly beautiful
qVdPh2cBTN0,UgxcO5dfxQdhbgQkMGZ4AaABAg,just  lost  my  father    found  this  song  and  somewhat  this  song  giving  warmth  in  my  heart    love  how  this  song  making  me  calm      warm,8,0.4666666666666666,1,lost father found song somewhat song giving warmth heart love song making calm warm
qVdPh2cBTN0,UgzSPmfwMjcS4Za775V4AaABAg,no  because  i  weirdly  somehow  resonate  to  this  songg          '      ',0,-0.5,0,weirdly somehow resonate songg ' '
qVdPh2cBTN0,UgzM5xwrQgFNN7fXJ694AaABAg,i  dont  regret  seeing  her  wonderful  heart  for  years  when  the  rest  of  the  world  told  me  she  was  nothing    she  saw  it  too      left  me    i  would  not  take  back  a  moment  spent  uplifting  her  when  no  one  would    now  i  see  the  wonderful  heart  in  myself  too,1,0.38,1,dont regret seeing wonderful heart years rest world told nothing saw left would take back moment spent uplifting one would see wonderful heart
qVdPh2cBTN0,Ugxq6JBgWm8tYX6fWEB4AaABAg,man  im  off  a  tab  but  dis  video  fire,1,0.0,0,man im tab dis video fire
qVdPh2cBTN0,UgzsWZnIN7T2ln3iq694AaABAg,love  their  harmony    and    the  way  their  voices  weave  so  beautifully,3,0.675,1,love harmony way voices weave beautifully
qVdPh2cBTN0,Ugxj8QRS4rJ5-ohWbEB4AaABAg,it  s  sad  that  people  go  through  change    even  though  they  were  already  perfect  from  the  start,12,0.25,1,sad people go change even though already perfect start
qVdPh2cBTN0,UgzZIf7clwZVUCo4c1N4AaABAg,i  knew  you  miriam  but  now  your  someone  entirely  different    i  truly  hope  you  have  the  best  life  you  could  ask  for,0,0.5,1,knew miriam someone entirely different truly hope best life could ask
qVdPh2cBTN0,UgzUP4Ez1eEfXoyPCZh4AaABAg,how  many  people  make  us  believe  that  they  have  changed  when  deep  down  they  are  broken    how  many  others  are  doing  its  just  to  be  noticed  or  supposedly  to  please    have  pictures  put  in  or  we  impose  them  ourselves  but  that  does  not  mean  that  when  a  flower  is  beautiful  it  is  not  dangerous    you  have  to  be  careful  trust  is  fragile  you  must  not  play  with  it  once  breaking  it  will  never  be  the  same  again,0,0.1500631313131313,1,many people make us believe changed deep broken many others noticed supposedly please pictures put impose mean flower beautiful dangerous careful trust fragile must play breaking never
qVdPh2cBTN0,UgyqytmMJ17x0Fn0NgB4AaABAg,i  think  the  dislikes    are  from  people  who  are  too  bored    i  mean  this    is  too  good  but  yeah    there  still  are  people  like  that  who  have  no  taste,0,-0.03750000000000001,0,think dislikes people bored mean good yeah still people like taste
qVdPh2cBTN0,UgwJY_Im_jIjSAKBtKR4AaABAg,we  aren't  lonely    it's  our  thoughts  that  tell  us  that  we  are,0,-0.09999999999999998,0,n't lonely 's thoughts tell us
qVdPh2cBTN0,Ugw4BzH8tVOzWnruYC14AaABAg,this  song  feels  exactly  like  laying  awake  crying  at  night  whilst  your  partner  sleeps  next  to  you  oblivious  of  the  pain  they  re  causing  you,0,0.016666666666666663,1,song feels exactly like laying awake crying night whilst partner sleeps next oblivious pain causing
qVdPh2cBTN0,UgxDgZclrQmPsIaivcN4AaABAg,i'm  praying  strength  and  love  for  you  souls  that  seem  just  as  lost  as  i    be  strong  brothers  sisters,5,0.4666666666666667,1,'m praying strength love souls seem lost strong brothers sisters
qVdPh2cBTN0,Ugw-XDqn8DDppko0gB94AaABAg,why  i'm  feeling  complete  and  at  the  same  time  hollow  inside      stable  but  not  stable        i  guess  this  is  normal          i  guess,0,0.0375,1,'m feeling complete time hollow inside stable stable guess normal guess
qVdPh2cBTN0,UgzD8n0wS9BdFtMIMZ94AaABAg,this  song  kinda  feels  like  im  talking  to  myself    especially  the  chorus    like  we  all  pretend  to  put  on  a  strong  face  and  act  like  nothings  wrong  when  it  is    and  even  if  its  on  the    surface  nobody  cares  enough  to  ask  you  how  you  are    and  then  when  it  says  you're  making  me  nervous    its  like  when  you  let  all  your  emotions  build  up  and  then  you  can  do  it  anymore  and  you  start  having  suicidal  thoughts    and  you  make  yourself  nervous    its  like  a  conversation  with  yourself  because  your  the  only  person  that  will  listen,0,-0.013333333333333341,0,song kinda feels like im talking especially chorus like pretend put strong face act like nothings wrong even surface nobody cares enough ask says 're making nervous like let emotions build anymore start suicidal thoughts make nervous like conversation person listen
qVdPh2cBTN0,UgyFCSY40ChP01iXfot4AaABAg,sitting  in  front  of  a  mirror  and  sing  this  song  to  yourself  always  hits  different,4,0.0,0,sitting front mirror sing song always hits different
qVdPh2cBTN0,UgyPldnT9Z3WHmL-DTF4AaABAg,arnt  we  all  just  someone  else  sometimes  i  sing  this  in  the  mirror,0,0.0,0,arnt someone else sometimes sing mirror
qVdPh2cBTN0,UgyxAI3mL5Rk8SA2LTN4AaABAg,marco  find  again  rafaela,1,0.0,0,marco find rafaela
qVdPh2cBTN0,Ugw0gAKSJTk1kKi_8KB4AaABAg,i  love  it  reality  and  everything  is  connected,2,0.5,1,love reality everything connected
qVdPh2cBTN0,UgyDcXOW5rUU9Gzo6mR4AaABAg,one  of  those  songs  that  says  and  explains  everything  that  you  need  and  want  to  say  to  that  one  person  though  it  falls  on  deaf  ears,0,0.0,0,one songs says explains everything need want say one person though falls deaf ears
qVdPh2cBTN0,UgyLLB4Dqb7liFQrW8Z4AaABAg,this  song  is  so  fucking  bad  for  my  mental  health  but  i  still  listen  to  it,0,-0.3999999999999999,0,song fucking bad mental health still listen
qVdPh2cBTN0,UgwMHqUb0sYy1IYau514AaABAg,when  they  want  too  be  somebody  else's,0,0.0,0,want somebody else 's
qVdPh2cBTN0,UgylSp-s11nRHFGx2-d4AaABAg,lockdown  has  made  me  know  who  i  really  am  and  i  what  i  really  need  to  be  happy  with  myself    this  song  hits  so  different  for  what  ur  are  going  through    stay  strong  for  everyone  bc  you  deserve  everything    don  t  let  anyone  ever  bring  you  down  bc  you  will  never  be  the  same  again    always  make  sure  you  re  in  a  good  place  to  be  yourself  and  be  happy  bc  you  don  t  deserve  to  be  sad    we  all  love  you  each  and  every  one  of  us    stay  strong,3,0.30085470085470084,1,lockdown made know really really need happy song hits different ur going stay strong everyone bc deserve everything let anyone ever bring bc never always make sure good place happy bc deserve sad love every one us stay strong
qVdPh2cBTN0,UgzCdmspANv7cer_5N94AaABAg,losing  people  is  hard  but  when  you  lose  yourself  while  trying  to  be  someone  else,0,-0.2916666666666667,0,losing people hard lose trying someone else
qVdPh2cBTN0,UgxPCkJr-Z1-jKbkNGd4AaABAg,when  i  came  out  of  the  hospital  after  trying  to  commit  suicide  my  husband  told  me  to  listen  to  this  song  because  he  said  when  i  was  in  the  hospital  recovering  he  was  listening  to  this  hoping  he  wouldn't  lose  me    he  said  now  when  this  song  comes  on  he  thanks  god  everyday  that  i'm  alive  because  he  would  be  so  lonely  without  me  with  him    never  realized  how  much  i  had  impact  on  people's  lives  until  this  song  came  out,141,0.04000000000000001,1,came hospital trying commit suicide husband told listen song said hospital recovering listening hoping would n't lose said song comes thanks god everyday 'm alive would lonely without never realized much impact people 's lives song came
qVdPh2cBTN0,UgzysB_R2JCUYZ0tkUB4AaABAg,heard  the  song  in  the  series  lock  n  key  the  realities  of  life,1,0.0,0,heard song series lock n key realities life
qVdPh2cBTN0,Ugy-qwQgoraJ9vVUjpV4AaABAg,the  saddest  part  is  that  i  think  about  myself  and  how  much  i  ve  changed,1,0.2,1,saddest part think much changed
qVdPh2cBTN0,UgwQy-DlSgTmqs6FUER4AaABAg,i  can  relate  to  this  song    but  it  wasn't  someone  else  who  changed    it  was  me,33,0.0,0,relate song n't someone else changed
qVdPh2cBTN0,UgxD0uIz8c0irmlslmx4AaABAg,the  sad  part  of  being  the    last  man  standing    is  how  nobody  is  left  to  congratulate  you      me,52,-0.16666666666666666,0,sad part last man standing nobody left congratulate
qVdPh2cBTN0,UgzEDKwbz_It7XgUDwF4AaABAg,why  is  this  comment  section  so  depressing,3,-0.6,0,comment section depressing
qVdPh2cBTN0,UgwoZxAMCljCxtvJv014AaABAg,i  understand  that  this  song  has  a  very  deep    intrinsic  meaning  to  it    but  the  comments  are  more  serious  than  what  i  was  anticipating    wow,2,0.06666666666666668,1,understand song deep intrinsic meaning comments serious anticipating wow
qVdPh2cBTN0,Ugzq8JvNvqAgj131nWN4AaABAg,suddenly  realized  that  this  song  is  not  about  anybody  else  except  you    think  of  all  the  pain  and  suffering  you  might  have  endured  and  then  your  conscience  is  talking  to  you  through  the  song    after  reading  this  post  listen  again  and  feel  the  difference,67,0.0,0,suddenly realized song anybody else except think pain suffering might endured conscience talking song reading post listen feel difference
qVdPh2cBTN0,UgyxnE1TrisB3SQc-ZR4AaABAg,i  think  somebody  that  i  used  to  know  and  this  song  is  kinda  same,0,0.0,0,think somebody used know song kinda
qVdPh2cBTN0,UgzpsYYXpWYlTItVGgJ4AaABAg,the  person  who  indicated  this  sound  to  me  is  the  most  wonderful  and  radiant  soul  i  was  lucky  enough  to  meet,8,0.44666666666666666,1,person indicated sound wonderful radiant soul lucky enough meet
qVdPh2cBTN0,UgwmRp0IVWU_qe-pS6J4AaABAg,it  s  hard  to  share  feelings  with  people  cuz  if  they  don  t  agree    they  ll  tell  others,8,-0.2916666666666667,0,hard share feelings people cuz agree tell others
qVdPh2cBTN0,UgzmaZnIT6eSaFzSZ0h4AaABAg,last  year  i  often  had  difficulty  sleeping  and  this  song  was  my  go  to  sleep  song  and  this  song  is  so  peaceful      whenever  i  listen  to  this  those  memories  keep  on  popping  and  bring  peace,20,0.125,1,last year often difficulty sleeping song go sleep song song peaceful whenever listen memories keep popping bring peace
qVdPh2cBTN0,Ugzk6HFBg5G08Wym7VJ4AaABAg,people  cry    not  because  they  re  weak    because  they  ve  been  strong  for  too  long,4472,0.002777777777777763,1,people cry weak strong long
qVdPh2cBTN0,UgwwWqIZ_QmhMQF4mZx4AaABAg,when  they  broke  ur  heart  at  first  but  now  that  they  ve  changed  you  can  let  what  they  did  go,0,0.25,1,broke ur heart first changed let go
qVdPh2cBTN0,Ugz4GXYJBujVmQ1hMUR4AaABAg,just  bc  your  blood  they  can  hurt  u  the  most  you  will  forgive  but  won  t  forget,0,0.5,1,bc blood hurt u forgive forget
qVdPh2cBTN0,Ugwq65QPvGDqCPm-2wV4AaABAg,i  just  come  back  to  this  song  whenever  i'm  sad  and  i  love  lovee  loveee  this  song    i  don't  know  how  many  of  you  can  relate  but  it  passes  me  a  different  vibe    especially  when  i'm  high  or  tipsy    the  same  with    m83  wait,0,0.0825,1,come back song whenever 'm sad love lovee loveee song n't know many relate passes different vibe especially 'm high tipsy m83 wait
qVdPh2cBTN0,UgztpH4LLs9mS9mFX2F4AaABAg,liked  this  song  when  i  heard  it  in  good  doctor,0,0.6499999999999999,1,liked song heard good doctor
qVdPh2cBTN0,UgwaaJx31QDIWYzFwSN4AaABAg,my  mother  asked  why  i  spend  so  much  time  in  my  room  but  i  couldn't  answer    she  asked  again  without  an  answer  she  got  up  and  left    i  fight  with  my  family  more  than  i  should  my  own  father  didn't  care  enough  to  stay  i  can't  go  a  day  with  out  getting  into  an  argument  about  something  usually  leaving  me  in  tears  i  can't  do  this  just  leave  me  alone  and  we  can  both  be  happy,41,0.2642857142857143,1,mother asked spend much time room could n't answer asked without answer got left fight family father n't care enough stay ca n't go day getting argument something usually leaving tears ca n't leave alone happy
qVdPh2cBTN0,Ugy_daNrR4wiVrMmYV54AaABAg,im  thinking  of  manacled,0,0.0,0,im thinking manacled
qVdPh2cBTN0,Ugyr5U4D8MDGeEGbr754AaABAg,damn  i  can't  even  cry,0,0.0,0,damn ca n't even cry
qVdPh2cBTN0,Ugybr3weIj8dWqt7BJ54AaABAg,the  person  who  completes  suicide    dies  once    those  left  behind  die  a  thousand  deaths    trying  to  relive  those  terrible  moments  and  understand    why,136,-0.4666666666666666,0,person completes suicide dies left behind die thousand deaths trying relive terrible moments understand
qVdPh2cBTN0,UgwW-o-xcIeuSOkZJHJ4AaABAg,being  aware  that  you  have  lost  who  you  once  were  when  you  were  a  child  is  the  worst  emptiness  to  ever  feel,58,-0.375,0,aware lost child worst emptiness ever feel
