Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes,clean_comments,language
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"aot chapter 139, I don’t need to say anything else",UgznRpGZDwPU7HEbuax4AaABAg,31,624,"aot chapter 139, I don’t need to say anything else",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"cried to this at 15, crying again at 20",UgxcAe9kQkrtExi_N-l4AaABAg,7,267,"cried to this at 15, crying again at 20",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"Nothing can make me cry






This song:

Excuse me?",UgxKy2ximXrY018tq9d4AaABAg,2,251,"Nothing can make me cry






This song:

Excuse me?",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,Who still here in September ? This song its my best now,Ugwofxn3FK0Ka7BTtVN4AaABAg,117,5289,Who still here in September ? This song its my best now,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"can´t believe that it´s 8 years old, damn!",UgwqF0Gd3RmuJ0HaaWJ4AaABAg,0,1,"can´t believe that it´s 8 years old, damn!",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,Did someone saw m'y happiness ahaha..thats 4 years im searching it ahah...fuck..ahaha...,UgzUU1eSMEnVrJwIyIl4AaABAg,0,1,Did someone saw m'y happiness ahaha..thats 4 years im searching it ahah...fuck..ahaha...,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,this song makes me cry. it's so meaningful. i love the song but i hate that it makes me feel so sad and i feel so dark I can't explain it. I am not heartbroken but i use to listen to this song when I was. so it makes me feel like I'm in those days when I thought I'll never escape.,Ugix2m756-JbqngCoAEC,47,1941,this song makes me cry. it's so meaningful. i love the song but i hate that it makes me feel so sad and i feel so dark I can't explain it. I am not heartbroken but i use to listen to this song when I was. so it makes me feel like I'm in those days when I thought I'll never escape.,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"this song fucks me up, it's soooooo sad. just hearing the first two notes makes me feel a heart break",UgwflPiYVwUAavXjhmF4AaABAg,15,2171,"this song fucks me up, it's soooooo sad. just hearing the first two notes makes me feel a heart break",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,I came here after vampire diaries season 6,UgyBWzS2Kg_xBe0oGgJ4AaABAg,0,0,I came here after vampire diaries season 6,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"LYRICS:
I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

Oh oh
Oh oh oh oh oh oh
Oh oh oh oh oh oh

And if somebody hurts you, I wanna fight
But my hand's been broken, one too many times
So I'll use my voice, I'll be so fucking rude
Words they always win, but I know I'll lose

And I'd sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

Oh oh

I wanna sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up oh oh, oh",UgxRkR15cRnz4wOonsh4AaABAg,2,358,"LYRICS:
I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

Oh oh
Oh oh oh oh oh oh
Oh oh oh oh oh oh

And if somebody hurts you, I wanna fight
But my hand's been broken, one too many times
So I'll use my voice, I'll be so fucking rude
Words they always win, but I know I'll lose

And I'd sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

Oh oh

I wanna sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up oh oh, oh",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"My girlfriend of four years broke up with me a couple of months ago (back in January, 2019), and I was completely devastated for around two months. I cried for at least an hour, every single day, throughout the first month. She was everything I had in my life... I got a lot of experience through this breakup, though - and I got a chance to truly feel emotions like never before (several times, I even had to vomit, when I got very sad).

But now, over two months later, I feel simply nothing. Just nothing at all, is the best way to describe it. No pain, no anger, no sorrow, no happiness; nothing. Perhaps due to my mind and heart being exhausted from the overly emotional period I've endured. And what worries me now, is that I am not going to be able to fall in love again - hence why I relate SO much to this song.

I found the love of my life (I loved everything about her), and I lost her. I am not sure if I'm able to fall in love like that, again. I have trust issues (as the main reason to our breakup was due to her not telling me about her thoughts and emotions, and she pretty much cheated on me as well), and I feel like my mind and/or heart won't let me go through all the pain again, if things won't work out with the coming partners...",UgwJx3b6TwCrO-to7j14AaABAg,108,1735,"My girlfriend of four years broke up with me a couple of months ago (back in January, 2019), and I was completely devastated for around two months. I cried for at least an hour, every single day, throughout the first month. She was everything I had in my life... I got a lot of experience through this breakup, though - and I got a chance to truly feel emotions like never before (several times, I even had to vomit, when I got very sad).

But now, over two months later, I feel simply nothing. Just nothing at all, is the best way to describe it. No pain, no anger, no sorrow, no happiness; nothing. Perhaps due to my mind and heart being exhausted from the overly emotional period I've endured. And what worries me now, is that I am not going to be able to fall in love again - hence why I relate SO much to this song.

I found the love of my life (I loved everything about her), and I lost her. I am not sure if I'm able to fall in love like that, again. I have trust issues (as the main reason to our breakup was due to her not telling me about her thoughts and emotions, and she pretty much cheated on me as well), and I feel like my mind and/or heart won't let me go through all the pain again, if things won't work out with the coming partners...",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,No matter how happy I am I will always cry on this song.,UgwWaawKkQWeHtdOIAF4AaABAg,1,244,No matter how happy I am I will always cry on this song.,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"i love this song cause there’s so many different ways you can interpret it. the way i interpret it, and i don’t know how it was made to be interpreted in general, but it reminds me of my struggle with self-love. and overthinking. and depression. all i want is to love someone and those things make it nearly impossible. i feel like to be capable of loving someone, you have to be able to love yourself first. or accept the idea that you are lovable. so the ‘another love’ he’s singing about is with yourself.",UgyH_vMpfEa71Exwtlt4AaABAg,5,87,"i love this song cause there’s so many different ways you can interpret it. the way i interpret it, and i don’t know how it was made to be interpreted in general, but it reminds me of my struggle with self-love. and overthinking. and depression. all i want is to love someone and those things make it nearly impossible. i feel like to be capable of loving someone, you have to be able to love yourself first. or accept the idea that you are lovable. so the ‘another love’ he’s singing about is with yourself.",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,ishalim gecti,UgzBGQD53gKbqTuwMpV4AaABAg,4,0,ishalim gecti,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,offfff offff cok guzelsin,UgwXiGSykUJCrinY9V14AaABAg,2,0,offfff offff cok guzelsin,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"Lyrics:

I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

Oh oh
Oh oh oh oh oh oh
Oh oh oh oh oh oh

And if somebody hurts you, I wanna fight
But my hand's been broken, one too many times
So I'll use my voice, I'll be so fucking rude
Words they always win, but I know I'll lose

And I'd sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

Oh oh

I wanna sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up oh oh, oh",UgzqmaH0-1rdaXdpJqB4AaABAg,2,272,"Lyrics:

I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

Oh oh
Oh oh oh oh oh oh
Oh oh oh oh oh oh

And if somebody hurts you, I wanna fight
But my hand's been broken, one too many times
So I'll use my voice, I'll be so fucking rude
Words they always win, but I know I'll lose

And I'd sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

Oh oh

I wanna sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up oh oh, oh",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"""Promise me this is forever""
""I promise..""",UgyBZzh5vvvxxsoRTcp4AaABAg,9,632,"""Promise me this is forever""
""I promise..""",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,Not life💔🙂,Ugwf1Bcy3LuTVCzIzfR4AaABAg,0,0,Not life,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,“Promise me this is forever” ~elena “I promise” ~damon,UgzW0Ahq1-eTrqG_j8N4AaABAg,58,2679,“Promise me this is forever” ~elena “I promise” ~damon,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"Imagine being that stupid, to dislike this song",UgyppXp01xx9Bw-XKxl4AaABAg,0,1,"Imagine being that stupid, to dislike this song",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"Another gifted young writer from the U.K. There must be a factory there , they seem to have a lot of them .",UghzbZQz9q90eHgCoAEC,37,1474,"Another gifted young writer from the U.K. There must be a factory there , they seem to have a lot of them .",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"Normal people : another love 
Us, tvd fans:delena's rain kiss",UgxMC9OWmG0k39HVvwF4AaABAg,13,553,"Normal people : another love 
Us, tvd fans:delena's rain kiss",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,How are yall crying? Im here bc im so numb and this song is the only thing that makes me feel something,UgxMoXZUo8XywQkhO2F4AaABAg,22,756,How are yall crying? Im here bc im so numb and this song is the only thing that makes me feel something,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

And if somebody hurts you, I wanna fight
But my hands been broken, once too many times
So I'll use my voice, I'll be so fucking rude
Words they always win, but I know I'll lose

And I'd sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

I wanna sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up",Ugjo13NqRq4553gCoAEC,13,1643,"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

And if somebody hurts you, I wanna fight
But my hands been broken, once too many times
So I'll use my voice, I'll be so fucking rude
Words they always win, but I know I'll lose

And I'd sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up

I wanna sing a song, that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"Once a smart man said :"" When you are happy , you enjoy the melody.""When you are sad , you understand the lyrics""",UgznJU0AXudiPxpJiiV4AaABAg,2,373,"Once a smart man said :"" When you are happy , you enjoy the melody.""When you are sad , you understand the lyrics""",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,8years!!!!!,UgxG8-czIkRJEFMSmhB4AaABAg,0,0,8years!!!!!,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,On another love ✋🏻😔,UgxUf3guo1emCueyRcJ4AaABAg,16,0,On another love ,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,This is a song to listen to when the one person you love doesn’t love you anymore,UgwbRqvAPbYiq0jkQKh4AaABAg,17,515,This is a song to listen to when the one person you love doesn’t love you anymore,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,maybe on another life.,UgwZb2IHNdxu-04aB8B4AaABAg,0,0,maybe on another life.,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,the fact that he was probably hurting a lot while writing this song is so sad :(,UgznWBb1X2LiWzQwq5Z4AaABAg,1,253,the fact that he was probably hurting a lot while writing this song is so sad :(,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,😖 How are you,UgwXZGVbO9fwcPfIkWh4AaABAg,0,0, How are you,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"Elena: ""Promise me this is forever 🥺❤""
Damon: ""I promise❤🌹""",UgxiBGh0ClY0tkD42sZ4AaABAg,6,179,"Elena: ""Promise me this is forever ""
Damon: ""I promise""",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,Who came from that reel of barça,Ugy0zwZjW3hADAh3w7N4AaABAg,0,0,Who came from that reel of barça,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,"“Hurting someone’s feelings is as easy as throwing a rock in a lake, but do you know how deep that rock can go??""😖",UgxHos4VEIHtssqHnWF4AaABAg,13,703,"“Hurting someone’s feelings is as easy as throwing a rock in a lake, but do you know how deep that rock can go??""",en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,This is bad day,Ugzgb7JljFJBEimf8eF4AaABAg,0,2,This is bad day,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,Imagine playing this song while dancing in the rain with your soulmate.,Ugytt_BhpGwkuqybUzB4AaABAg,7,348,Imagine playing this song while dancing in the rain with your soulmate.,en
TomOdellVEVO,Tom Odell - Another Love (Official Video),Tom Odell - Another Love (Official Video) Stream Tom Odell here: https://tomodell.lnk.to/Playlists Subscribe to Tom Odell's YouTube channel: ...,MwpMEbgC7DA,Writen by ♍,UgyJ9c0OWVO-bLx4jst4AaABAg,0,0,Writen by ,en
