Video ID,Comment ID,comments,Likes
qVdPh2cBTN0,UgyJjk5QVx_qZd1G2J14AaABAg,This  song  really  hits  different  when  it  just  happened  to  you  recently,5837
qVdPh2cBTN0,Ugy3fXhebQm585j1zVh4AaABAg,the  worst  feeling  is  knowing  you  tried  your  best  and  it  still  wasn  t  enough,3842
qVdPh2cBTN0,UgyxgV15X3OpoY5alsZ4AaABAg,It's  NOVEMBER  2021    let's  see  how  many  legends  are  listening  to  this  masterpiece    ,2459
qVdPh2cBTN0,UgzMj5BH07AiNuWrTq54AaABAg,As  a  neuroscience  nerd  going  through  a  breakup    I  appreciate  the  cinematic  visuals  very  much  ,167
qVdPh2cBTN0,UgzRd_gQ5GJkmjn7uRV4AaABAg,This  song  is  beautiful  and  holds  much    So  many  memories  are  racing  through  my  head  of  what  I  think  of  this  song,11
qVdPh2cBTN0,UgxcxI7RUT7SDNSjhu14AaABAg,everyone  talking  about  how  they  miss  someone  they  once  loved  but  i  m  listening  to  the  song  because  i  can  no  longer  recognize  myself      ,14704
qVdPh2cBTN0,Ugwhsidkc0qEZX2AJdZ4AaABAg,Its  weird        how  most  of  us  living  on  earth  will  never  meet  or  even  acknowledge  each  other  s  existence      For  example    if  you  re  reading  my  comment    this  is  probably  the  first  and  the  last  time  you  ll  ever  see  me            ,2876
qVdPh2cBTN0,UgyvNjzNvulNaQSe4bV4AaABAg,This  song  reminded    me  of  my  younger  self    Yesterday  I  was  looking  at  pictures  when  I  was  little    I  could  see  how  happy  and  free  I  was    I  didn't  even  know  what  depression    hatred  meant    I  didn't  even  think  about  my  look    because  then  every  problem  was  small  for  me    I  never  wondered  what  I  would  be  like  when  I  grew  up    but  I  least  expected  to  be  like  I  am  today    I  didn't  think  that  the  happy  child  in  the  picture  would  be  depressed  today      would  want  to  take  her  own  life  at  a  young  age    I'm  sorry  that  I  became  a  completely  different  person      I  can't  help  myself  at  all    but  I  still  like  to  help  others    because  that  makes  me  feel  better  knowing  that  I  have  helped  someone    I  m  not  living  anymore    I  m  hardly  even  surviving    Unlike  today's  generation    I  feel  very  more  mature    maybe  it's  because  of  depression    someone  said  that  people  with  depression  usually  grow  up  faster    The  problem  is  that  my  parents  don't  care  about  me  and  my  sisters  at  all    They  just  think  about  their  problems    And  my  sisters    They  take  depression  and  anxiety  as  a  joke          What  would  it  mean  to  me  to  tell  them  how  I  feel          they  would  probably  make  fun  of  me    Its  really  sad    that  no  one  in  your  life  suspects  that  anything  is  going  on    I  also  had  a  friend  I  knew  for  9  years    But  she  soon  replaced  me  with  someone  else    It  was  very  difficult  for  me    because  I  was  used    since  I  was  a  child    to  always  be  with  her    and  I  didn't  go  anywhere  without  her    which  caused  me  anxiety  today    I  have  no  reason  to  continue  living    I  am  tired  of  everything    of  school    of  people  who  hurt  and  harass  me  all  the  time    of  my  parents  who  constantly  quarrel  and  who  even  find  it  difficult  to  take  me  to  the  doctor  when  I  am  sick  so  they  don  t  have  to  spend  money  on  me    I  can  no  longer  endure    I  would  like  to  have  someone  who  would  understand  me    but  I  m  all  alone  doing  everything  by  myself    Three  months  ago  my  grandparents  both  died  in  one  week    which  broke  me  and  exhausted  me  a  lot    I  couldn't  believe  it  had  happened    After  that    everything  started  to  get  worse    I'm  afraid  to  do  something  to  myself    but  I  can't  live  this  life  anymore    It  is  hard  to  live  every  day  with  such  thoughts  and  such  sadness  in  your  head    Depression  is  killing  me    I  don't  know  how  much  longer  I  will  last    This  song  is  definitely  one  of  the  most  emotional  song  I  ve  ever  listened  to    I  can  find  myself  in  it    I'm  sorry  that  happy  little  me  without  a  single  problem  disappeared        Today  s  people  would  do  anything  just  to  hurt  you    I  am  sorry  that  some  people  think  that  they  have  to  look  as  beautiful  as  celebrities  in  order  for  someone  to  accept  them    They  have  allowed  their  insecurities  to  take  over  who  they  used  to  be    I  am  sorry  that  they  are  ashamed  of  their  faces  and  bodies    yet  all  this  is  given  by  God    why  would  he  make  you  like  that      I  think  he  sees  you  so  perfectly      I  understand    it's  very  difficult  isn't  it          I  lock  myself  in  the  room  and  only  come  out  when  I  absolutely  have  to    which  is  usually  for  dinner    I  no  longer  have  the  motivation  to  do  anything    My  head  starts  spinning  and  I  can't  take  it  anymore  ,1019
qVdPh2cBTN0,UgwMn4AoY4a4CFGsq8x4AaABAg,Me  and  my  ex  used  to  listen  to  this  song  on  a  playlist  when  we  were  together  and  I  always  had  to  hide  my  emotions  because  I  was  afraid  that  someday  I  d  be  listening  to  it  alone    We  broke  up  4  months  ago  and  here  I  am  ,72
qVdPh2cBTN0,UgyDx1JXH0jl1VinoSF4AaABAg,This  song  hits  deeply  when  u  see  someone  taken  by  drugs  and  see  them  devolve  into  another  person  truly  a  painful  emotion,201
