Video ID,Comment ID,comments,Likes,polarity,pol_cat,stop_comments
8SbUC-UaAxE,Ugz83HFEitIU9pJJpf54AaABAg,taninginang  november  rain  wooo,0,0.0,0,taninginang november rain wooo
8SbUC-UaAxE,Ugz9J7lF9Iw3R_MT0014AaABAg,2021  and  this  masterpiece  still  making  me  feel  something  that  i  cant  explain,56,0.0,0,2021 masterpiece still making feel something cant explain
8SbUC-UaAxE,UgwMV6EPuWXkZjqn-RR4AaABAg,listening  to  this  in  november    as  it's  raining    beautiful  tune,13,0.85,1,listening november 's raining beautiful tune
8SbUC-UaAxE,Ugyp6KnR2Srto7oeu094AaABAg,this  song  is  epic    the  lyrics  are  beautiful    the  video    the  guitar  solos    the  intrumetal    everything        a  masterpiece,101,0.475,1,song epic lyrics beautiful video guitar solos intrumetal everything masterpiece
8SbUC-UaAxE,UgxuftylIN5dwoUFjnN4AaABAg,absolutely  epic    why  don  t  they  make  music  like  this  anymore,0,0.1,1,absolutely epic make music like anymore
8SbUC-UaAxE,Ugx0vA9IxYqRif8Irs94AaABAg,didnt  know  this  has  1  7b  views    such  a  masterpiece,0,0.0,0,didnt know 1 7b views masterpiece
8SbUC-UaAxE,UgyNcj2Nx3EynO9z5il4AaABAg,i  thank  you  people  for  loving  my  music  thank  you,0,0.6,1,thank people loving music thank
8SbUC-UaAxE,UgzLLLCoDcjZK_xKg1R4AaABAg,the  song  is  so  good  that  they  named  a  month  after  it,614,0.7,1,song good named month
8SbUC-UaAxE,UgyfMD8kRZeLgrJ3DCx4AaABAg,this  masterpiece  never  fails  to  key  in  on  the  sweet  spot  of  my  soul,6,0.19999999999999998,1,masterpiece never fails key sweet spot soul
8SbUC-UaAxE,Ugwth4ov3fA76CCFC-N4AaABAg,most  overrated  song  18000000000  views    for  what,0,0.5,1,overrated song 18000000000 views
8SbUC-UaAxE,UgyUrOoBCpUFpNFEx9F4AaABAg,ah    back  when  music  was  music,1,0.0,0,ah back music music
8SbUC-UaAxE,Ugw02ZnWyhJA9QfGVbx4AaABAg,one  of  g    r  s  best,0,1.0,1,one g r best
8SbUC-UaAxE,UgxnSbaaoCleuNW8bYl4AaABAg,it  s    the  13th    2021  and  november  rain    the  nostalgic  feeling  and  wishing  all  good  real  singers  and  beautiful  music  will  come  again,0,0.25,1,13th 2021 november rain nostalgic feeling wishing good real singers beautiful music come
8SbUC-UaAxE,UgzgtfHE-O7rEv38dJR4AaABAg,whatching  this  v  deo  in  november  and  it's  rainning,0,0.0,0,whatching v deo november 's rainning
8SbUC-UaAxE,UghNTUbkJRf-53gCoAEC,slash    fucking  legend,1198,-0.6,0,slash fucking legend
8SbUC-UaAxE,UgxlLDNdlYwF86NlSoB4AaABAg,me      what  an  amazing  song    i  used  to  say  he  wrote  this  because  my  birthdays  in  this  month,4,0.6000000000000001,1,amazing song used say wrote birthdays month
8SbUC-UaAxE,Ugy79oDJEcWcAe9zWmB4AaABAg,it  just  rained  in  mumbai  today    17nov    truly  a  november  rain,0,0.0,0,rained mumbai today 17nov truly november rain
8SbUC-UaAxE,UgxVAkzq09wJy7LFm3d4AaABAg,watch  in  november  2021  is  crazy  song,1,-0.6,0,watch november 2021 crazy song
8SbUC-UaAxE,UgzDwUIzvuJqTFSBEjp4AaABAg,this  song  is  like  a  good  wine    every  year  it  is  getting  better  and  better,238,0.5666666666666667,1,song like good wine every year getting better better
8SbUC-UaAxE,Ugytj6jM3tQYwVAEYv94AaABAg,it  s  a  awesome  peace  for  sure,0,0.75,1,awesome peace sure
8SbUC-UaAxE,UgwHD26ITPH2mUhAFE54AaABAg,and  another  november    another  november  rain  who  will  be  missing  this  after  november  ends,0,-0.2,0,another november another november rain missing november ends
8SbUC-UaAxE,UgwO9rAI0IMjGigS-cF4AaABAg,my  country  is  in  the  rainy  season  so  immediately  play  this  song,0,0.0,0,country rainy season immediately play song
8SbUC-UaAxE,UgxeiYJe4UUYlFpY8LJ4AaABAg,i  haven't  heard  this  song  in  a  long  while  so  i'm  trying  to  catch  my  breath    wow,25,0.025,1,n't heard song long 'm trying catch breath wow
